Accession,Population,Tray,Plant_ID,Treatment,rand_placement_within_tray,Placement,flow_fresh_tissue_weight,DNA_content,FLOW,Cytotype,leaf_1_chlorophyll,leaf_1_fresh_mass,leaf_1_dry_mass,leaf_1_area_cm,leaf_1_area_m,leaf_1_SLA,leaf_1_perimeter_cm,leaf_1_DMC,leaf_2_chlorophyll,leaf_2_fresh_mass,leaf_2_dry_mass,leaf_2_area_cm,leaf_2_area_m,leaf_2_SLA,leaf_2_perimeter,leaf_2_DMC,leaf_3_chlorophyll,leaf_3_fresh_mass,leaf_3_dry_mass,leaf_3_area,leaf_3_area_m,leaf_3_SLA,leaf_3_perimeter,leaf_3_DMC,avg_leaf_dry_mass,avg_chlorophyll,avg_DMC,est_flo_dry_leaf_weight,avg_SLA,leaf_curl,whorled_leaf,tick_stem,thick_leaf,Sum,aboveground_dry_mass,total_aboveground_biomass,belowground_dry_mass,total_biomass_g,root_to_shoot_raio,rhizome_weight,fine_roots_weight,Died,normalized_aboveground_mass,normalized_rhizome_mass,normalized_fine_roots_mass
Cheney2-2018,Cheney,8,400,C,0.368249585,8,0.0204,0.997,Y,Treated Diploid,57.4,0.1073,0.0448,3.42,0.0342,0.763392857,8.12,0.417520969,53.4,0.1213,0.0476,3.87,0.0387,0.81302521,8.39,0.392415499,NA,NA,NA,NA,NA,NA,NA,NA,0.0462,55.4,0.404968234,NA,0.788209034,0,0,1,0,1,0.203,0.203,0.1885,0.3915,0.928571429,0.1131,0.0754,0,0.518518519,0.288888889,0.192592593
Blue2-2018,Blue,31,755,C,NA,NA,0.0413,NA,,Treated Diploid,45.6,0.1667,0.0506,4.44,0.0444,0.877470356,8.64,0.303539292,48.1,0.1666,0.0541,4.32,0.0432,0.798521257,8.72,0.324729892,NA,NA,NA,NA,NA,NA,NA,NA,0.05235,46.85,0.314134592,NA,0.837995807,0,0,0,0,0,0.2129,0.2129,NA,NA,NA,NA,NA,0,NA,NA,NA
KB2-8,KB,2,74,C,0.759403058,15,0.0937,1.057,Y,Treated Diploid,54.9,0.0941,0.0337,2.96,0.0296,0.878338279,7.4,0.358129649,58.8,0.0885,0.0341,2.88,0.0288,0.84457478,7.13,0.385310734,60.4,0.1002,0.0382,3.13,0.0313,0.819371728,7.54,0.381237525,0.035333333,58.03333333,0.374892636,0.02210588,0.847428262,0,1,0,0,1,0.1883,0.21040588,0.1499,0.36030588,0.712432561,0.0644,0.0855,0,0.583964603,0.178737022,0.237298375
KB2-2,KB,1,289,C,0.210704791,6,0.1025,0.849,Y,Untreated Diploid,53.1,0.1101,0.0397,3.53,0.0353,0.889168766,7.91,0.36058129,54.6,0.1263,0.0456,3.75,0.0375,0.822368421,8.12,0.361045131,NA,NA,NA,NA,NA,NA,NA,NA,0.04265,53.85,0.360813211,NA,0.855768594,1,1,0,1,3,0.1631,0.1631,0.1453,0.3084,0.8908645,0.0934,0.0519,0,0.528858625,0.302853437,0.168287938
Cheney2-2018,Cheney,31,753,C,NA,NA,0.014,1.05,Y,Treated Diploid,51.1,0.1198,0.0479,4.24,0.0424,0.885177453,8.95,0.399833055,50.6,0.1071,0.0439,3.74,0.0374,0.851936219,8.7,0.409897292,NA,NA,NA,NA,NA,NA,NA,NA,0.0459,50.85,0.404865174,NA,0.868556836,1,1,0,1,3,0.2358,0.2358,0.1386,0.3744,0.58778626,0.066,0.0726,0,0.629807692,0.176282051,0.193910256
Santa4-2018,Santa,7,327,C,0.41572912,10,0.0865,0.854,Y,Untreated Diploid,44.1,0.0686,0.0238,2.54,0.0254,1.067226891,6.86,0.346938776,46.4,NA,0.0394,1.97,0.0197,0.5,5.72,NA,48.5,0.0618,0.0219,2.29,0.0229,1.0456621,6.49,0.354368932,0.028366667,46.33333333,0.350653854,0.046728947,0.870962997,1,1,1,1,4,0.1174,0.164128947,0.0946,0.258728947,0.576376086,0.0455,0.0491,0,0.634366386,0.175859719,0.189773895
Blue2-2018,Blue,2,170,C,0.324867548,9,0.0826,1.096,Y,Treated Diploid,50.2,0.0948,0.0371,3.21,0.0321,0.865229111,7.8,0.391350211,48.2,0.0832,0.0326,2.71,0.0271,0.831288344,6.92,0.391826923,49.9,0.1013,0.0361,3.4,0.034,0.941828255,7.7,0.356367226,0.035266667,49.43333333,0.37984812,0.01870895,0.87944857,0,1,1,0,2,0.1464,0.16510895,0.1863,0.35140895,1.128345859,0.1162,0.0701,0,0.469848449,0.330668869,0.199482682
Cheney4-2018,Cheney,7,135,C,0.471325881,12,0.0959,1.215,Y,Treated Diploid,44.1,0.1216,0.0463,4.46,0.0446,0.963282937,9.1,0.380756579,41.8,0.1146,0.0415,3.16,0.0316,0.761445783,7.62,0.362129145,38.8,0.0847,0.0329,3.19,0.0319,0.969604863,7.4,0.388429752,0.040233333,41.56666667,0.377105159,0.036983354,0.898111194,0,0,0,0,0,0.1325,0.169483354,0.1726,0.342083354,1.018389098,0.0596,0.113,0,0.49544461,0.174226542,0.330328847
Blue2-2,Blue,4,220,C,0.5116568,9,0.0426,1.129,Y,Untreated Diploid,46.5,0.094,0.0346,3.28,0.0328,0.947976879,8.47,0.368085106,49.9,0.1216,0.0454,3.91,0.0391,0.86123348,8.95,0.373355263,NA,NA,NA,NA,NA,NA,NA,NA,0.04,48.2,0.370720185,NA,0.90460518,0,0,0,0,0,0.3462,0.3462,0.1195,0.4657,0.345176199,0.0652,0.0543,0,0.743397037,0.140004295,0.116598669
Blue3-2018,Blue,8,160,C,0.933117634,20,0.0248,1.023,Y,Treated Diploid,52.7,0.0972,0.0404,3.62,0.0362,0.896039604,8.65,0.41563786,52.3,0.0973,0.0372,3.5,0.035,0.940860215,8.76,0.382322713,NA,NA,NA,NA,NA,NA,NA,NA,0.0388,52.5,0.398980287,NA,0.91844991,0,0,1,0,1,0.2485,0.2485,0.2121,0.4606,0.853521127,0.1205,0.0916,0,0.539513678,0.261615284,0.198871038
Santa14-2018,Santa,2,50,C,0.023496796,4,0.0563,1.309,Y,Treated Diploid,46.5,0.0825,0.0324,2.84,0.0284,0.87654321,7.36,0.392727273,49.1,0.0734,0.0272,2.62,0.0262,0.963235294,6.88,0.370572207,NA,NA,NA,NA,NA,NA,NA,NA,0.0298,47.8,0.38164974,NA,0.919889252,0,0,0,0,0,0.1984,0.1984,0.1382,0.3366,0.696572581,0.0774,0.0608,0,0.589423648,0.229946524,0.180629828
Blue2-2018,Blue,4,172,C,0.781474789,17,0.034,1.15,Y,Treated Diploid,51.1,0.0844,0.0323,2.92,0.0292,0.904024768,7.95,0.382701422,48.2,0.0764,0.029,2.72,0.0272,0.937931034,7.69,0.379581152,NA,NA,NA,NA,NA,NA,NA,NA,0.03065,49.65,0.381141287,NA,0.920977901,0,1,0,0,1,0.1815,0.1815,0.1194,0.3009,0.65785124,0.0608,0.0586,0,0.603190429,0.202060485,0.194749086
KB2-8,KB,4,76,C,0.892265716,18,0.0265,1.088,Y,Treated Diploid,49.5,0.0896,0.0364,3.21,0.0321,0.881868132,7.47,0.40625,50.4,0.0839,0.032,3.14,0.0314,0.98125,7.65,0.381406436,NA,NA,NA,NA,NA,NA,NA,NA,0.0342,49.95,0.393828218,NA,0.931559066,0,0,0,0,0,0.1819,0.1819,0.1261,0.308,0.693238043,0.0893,0.0368,0,0.590584416,0.289935065,0.119480519
Cheney2-2018,Cheney,8,256,C,0.428017812,10,0.0201,1.209,Y,Untreated Diploid,54.9,0.0599,0.0246,2.27,0.0227,0.922764228,6.56,0.410684474,56,0.0645,0.0254,2.39,0.0239,0.940944882,6.65,0.39379845,NA,NA,NA,NA,NA,NA,NA,NA,0.025,55.45,0.402241462,NA,0.931854555,0,1,0,0,1,0.1682,0.1682,0.1335,0.3017,0.793697979,0.0646,0.0689,0,0.557507458,0.214119987,0.228372556
Blue14-2018,Blue,8,352,C,0.282806632,5,0.0451,1.036,Y,Treated Diploid,47.2,0.1006,0.036,3.45,0.0345,0.958333333,8.61,0.357852883,52.9,0.107,0.0378,3.43,0.0343,0.907407407,8.09,0.353271028,NA,NA,NA,NA,NA,NA,NA,NA,0.0369,50.05,0.355561956,NA,0.93287037,0,0,0,0,0,0.2345,0.2345,0.2039,0.4384,0.869509595,0.1075,0.0964,0,0.534899635,0.245209854,0.219890511
Blue2-3,Blue,8,232,C,0.877100306,19,0.0282,0.98,Y,Untreated Diploid,49.1,0.0853,0.0325,3.04,0.0304,0.935384615,8.01,0.381008206,50.9,0.0893,0.0312,2.95,0.0295,0.945512821,7.6,0.349384099,NA,NA,NA,NA,NA,NA,NA,NA,0.03185,50,0.365196153,NA,0.940448718,1,1,1,1,4,0.2181,0.2181,0.147,0.3651,0.674002751,0.0744,0.0726,0,0.597370583,0.203779786,0.19884963
KB2-8,KB,20,80,L,0.826364154,17,NA,NA,,Treated Diploid,45.2,0.0315,0.0102,1,0.01,0.980392157,4.19,0.323809524,47.1,0.0345,0.0131,1.18,0.0118,0.900763359,4.76,0.379710145,NA,NA,NA,NA,NA,NA,NA,NA,0.01165,46.15,0.351759835,0.01883967,0.940577758,0,1,0,0,1,0.0344,0.05323967,0.0219,0.07513967,0.411347403,0.0114,0.0105,0,0.708542771,0.151717462,0.139739767
Santa11-2018,Santa,4,124,C,0.755894619,16,0.0321,1.044,Y,Treated Diploid,51.3,0.1022,0.0383,3.63,0.0363,0.947780679,7.85,0.374755382,46.9,0.1089,0.0394,3.69,0.0369,0.936548223,7.94,0.361799816,NA,NA,NA,NA,NA,NA,NA,NA,0.03885,49.1,0.368277599,NA,0.942164451,0,1,1,0,2,0.2108,0.2108,0.1048,0.3156,0.4971537,0.0525,0.0523,0,0.667934094,0.16634981,0.165716096
Cheney7-2018,Cheney,3,267,C,0.85744506,17,0.1041,NA,,Untreated Diploid,52.5,0.0753,0.0267,2.6,0.026,0.973782772,6.79,0.354581673,47.6,0.0943,0.0346,3.21,0.0321,0.927745665,7.48,0.366914104,NA,NA,NA,NA,NA,NA,NA,NA,0.03065,50.05,0.360747889,NA,0.950764219,0,1,1,1,3,0.093,0.093,0.1372,0.2302,1.475268817,0.085,0.0522,0,0.403996525,0.369244136,0.22675934
KB2-8,KB,9,81,H,0.395518312,7,0.0986,1.234,Y,Treated Diploid,56.9,0.2691,0.0725,6.58,0.0658,0.907586207,11.5,0.269416574,51.8,0.3339,0.0884,7.93,0.0793,0.897058824,12.85,0.264749925,59.4,0.1952,0.0558,5.85,0.0585,1.048387097,10.63,0.285860656,0.072233333,56.03333333,0.273342385,NA,0.951010709,0,0,1,0,1,0.778,0.778,0.2559,1.0339,0.328920308,0.0965,0.1594,0,0.75249057,0.093335913,0.154173518
Cheney2-2018,Cheney,7,399,C,0.137941909,5,0.1132,0.798,Y,Treated Diploid,45.5,0.0945,0.0328,3.22,0.0322,0.981707317,7.9,0.347089947,48.4,0.0934,0.0336,3.03,0.0303,0.901785714,7.6,0.359743041,49.3,0.0938,0.0324,3.16,0.0316,0.975308642,7.81,0.345415778,0.032933333,47.73333333,0.350749589,0.020525548,0.952933891,0,0,0,0,0,0.1704,0.190925548,0.1612,0.352125548,0.84430817,0.0717,0.0895,0,0.542208735,0.203620556,0.254170708
Cheney2-2018,Cheney,5,397,C,0.430260487,11,0.0978,0.959,Y,Treated Diploid,52.5,0.0802,0.0324,2.57,0.0257,0.793209877,7.16,0.403990025,56.6,0.0891,0.0331,2.88,0.0288,0.870090634,7.49,0.371492705,50.3,0.06,0.0184,2.2,0.022,1.195652174,6.55,0.306666667,0.027966667,53.13333333,0.360716466,0.025784452,0.952984228,0,0,0,0,0,0.058,0.083784452,0.0828,0.166584452,0.988250183,0.0408,0.042,0,0.502954814,0.244920816,0.25212437
KB2-8,KB,1,73,C,0.173337755,3,0.0417,1.009,Y,Treated Diploid,52.8,0.0838,0.0306,2.77,0.0277,0.905228758,7.11,0.365155131,52.6,0.1014,0.034,3.41,0.0341,1.002941176,7.84,0.33530572,NA,NA,NA,NA,NA,NA,NA,NA,0.0323,52.7,0.350230426,NA,0.954084967,0,0,0,0,0,0.1734,0.1734,0.1953,0.3687,1.126297578,0.1134,0.0819,0,0.470301058,0.307567128,0.222131814
Santa-3,Santa,1,313,C,0.17556415,5,0.112,0.843,Y,Untreated Diploid,49.7,0.0859,0.032,2.98,0.0298,0.93125,7.93,0.372526193,47.1,0.0821,0.0309,3.05,0.0305,0.987055016,8.11,0.37637028,NA,NA,NA,NA,NA,NA,NA,NA,0.03145,48.4,0.374448237,NA,0.959152508,0,0,0,0,0,0.2552,0.2552,0.1895,0.4447,0.742554859,0.0632,0.1263,0,0.573870025,0.142118282,0.284011693
Blue2-2018,Blue,3,171,C,0.436262833,8,0.0589,1.165,Y,Treated Diploid,45.7,0.0767,0.0288,2.85,0.0285,0.989583333,7.89,0.375488918,48.7,0.08,0.0305,2.85,0.0285,0.93442623,7.54,0.38125,NA,NA,NA,NA,NA,NA,NA,NA,0.02965,47.2,0.378369459,NA,0.962004782,0,0,0,0,0,0.267,0.267,0.188,0.455,0.70411985,0.112,0.076,0,0.586813187,0.246153846,0.167032967
Blue5-2018,Blue,6,374,C,0.950075793,20,0.0043,1.061,Y,Treated Diploid,55.3,0.0867,0.0319,3,0.03,0.940438871,7.87,0.367935409,50.9,0.0621,0.024,2.38,0.0238,0.991666667,7.13,0.38647343,NA,NA,NA,NA,NA,NA,NA,NA,0.02795,53.1,0.37720442,NA,0.966052769,0,0,0,0,0,0.1865,0.1865,0.1837,0.3702,0.984986595,0.0876,0.0961,0,0.50378174,0.236628849,0.259589411
Blue19-2018,Blue,6,182,C,0.20757412,7,0.0075,1.072,Y,Treated Diploid,49.4,0.0794,0.0309,3.03,0.0303,0.980582524,7.58,0.389168766,49.8,0.0783,0.0299,2.87,0.0287,0.959866221,7.2,0.381864623,NA,NA,NA,NA,NA,NA,NA,NA,0.0304,49.6,0.385516695,NA,0.970224373,0,0,0,0,0,0.3031,0.3031,0.138,0.4411,0.455295282,0.0893,0.0487,0,0.687145772,0.202448424,0.110405804
Blue11-2018,Blue,4,340,C,0.279923039,5,0.0126,1.068,Y,Treated Diploid,47.5,0.0736,0.0268,2.66,0.0266,0.992537313,7.72,0.364130435,47.4,0.0832,0.0297,2.82,0.0282,0.949494949,7.72,0.356971154,NA,NA,NA,NA,NA,NA,NA,NA,0.02825,47.45,0.360550795,NA,0.971016131,0,1,0,0,1,0.1898,0.1898,0.126,0.3158,0.663856691,0.0663,0.0597,0,0.6010133,0.209943002,0.189043699
Cheney2-2018,Cheney,21,257,L,0.525845616,10,NA,NA,,Untreated Diploid,39.8,0.0368,0.0132,1.33,0.0133,1.007575758,4.81,0.358695652,41,0.0372,0.0132,1.33,0.0133,1.007575758,4.88,0.35483871,45.7,0.0421,0.0173,1.57,0.0157,0.907514451,5.28,0.410926366,0.014566667,42.16666667,0.374820243,0.015868219,0.974221989,NA,NA,NA,NA,NA,0.0516,0.067468219,0.0657,0.133168219,0.973791823,0.0314,0.0343,0,0.506639043,0.235791995,0.257568962
Blue2-2,Blue,10,226,H,0.241663314,4,0.0798,1.121,Y,Untreated Diploid,55.6,0.2425,0.0768,7.31,0.0731,0.951822917,12.32,0.316701031,55.8,0.2426,0.077,7.27,0.0727,0.944155844,12.15,0.317394889,55.1,0.1926,0.0607,6.26,0.0626,1.031301483,10.84,0.315160955,0.0715,55.5,0.316418958,0.012302496,0.975760081,0,0,0,0,0,0.6728,0.685102496,0.198,0.883102496,0.289007851,0.1055,0.0925,0,0.775790465,0.119465182,0.104744353
KB2-8,KB,3,75,C,0.940296663,19,0.0639,1.019,Y,Treated Diploid,52.4,0.0675,0.0262,2.4,0.024,0.916030534,6.72,0.388148148,50.8,0.0607,0.0235,2.44,0.0244,1.038297872,6.85,0.387149918,NA,NA,NA,NA,NA,NA,NA,NA,0.02485,51.6,0.387649033,NA,0.977164203,0,1,1,0,2,0.2368,0.2368,0.1829,0.4197,0.772381757,0.1064,0.0765,0,0.564212533,0.253514415,0.182273052
Blue1-3,Blue,4,196,C,0.698491733,13,0.0451,0.901,Y,Untreated Diploid,50.4,0.1228,0.0442,4.17,0.0417,0.943438914,9.22,0.359934853,48,0.1059,0.0368,3.73,0.0373,1.013586957,8.71,0.347497639,NA,NA,NA,NA,NA,NA,NA,NA,0.0405,49.2,0.353716246,NA,0.978512936,0,0,0,0,0,0.2703,0.2703,0.168,0.4383,0.621531632,0.0937,0.0743,0,0.61670089,0.213780516,0.169518595
Santa-3,Santa,2,314,C,0.021059843,3,0.082,1.078,Y,Untreated Diploid,44.4,0.1125,0.0453,3.6,0.036,0.794701987,8.11,0.402666667,41.5,0.0773,0.0253,2.89,0.0289,1.14229249,7.2,0.327296248,39.3,0.0842,0.0285,2.87,0.0287,1.007017544,7.13,0.33847981,0.033033333,41.73333333,0.356147575,0.014055931,0.98133734,0,0,1,1,2,0.1377,0.151755931,0.1297,0.281455931,0.854661819,0.0726,0.0571,0,0.539181855,0.257944467,0.202873678
Santa17-2018,Santa,22,90,L,0.604873787,12,NA,NA,,Treated Diploid,34.8,0.0354,0.013,1.42,0.0142,1.092307692,4.94,0.367231638,35,0.0444,0.0172,1.51,0.0151,0.877906977,5,0.387387387,NA,NA,NA,NA,NA,NA,NA,NA,0.0151,34.9,0.377309513,NA,0.985107335,0,1,0,0,1,0.0619,0.0619,0.0369,0.0988,0.596122779,0.0162,0.0207,0,0.626518219,0.163967611,0.20951417
Cheney2-2018,Cheney,7,255,C,0.479952463,13,0.0588,1.271,Y,Untreated Diploid,47.5,0.073,0.0299,2.74,0.0274,0.91638796,7.26,0.409589041,49.4,0.0766,0.0298,2.77,0.0277,0.929530201,7.21,0.389033943,40.9,0.0745,0.0271,3.03,0.0303,1.118081181,7.19,0.363758389,0.028933333,45.93333333,0.387460458,0.029747541,0.987999781,0,0,1,0,1,0.1649,0.194647541,0.1475,0.342147541,0.75777993,0.0646,0.0829,0,0.56889943,0.188807436,0.242293134
Santa16-2018,Santa,8,112,C,0.691030248,17,0.0319,1.023,Y,Treated Diploid,50.8,0.12,0.0478,4.52,0.0452,0.945606695,8.94,0.398333333,44.7,0.0955,0.0377,3.9,0.039,1.034482759,8.42,0.394764398,NA,NA,NA,NA,NA,NA,NA,NA,0.04275,47.75,0.396548866,NA,0.990044727,1,1,1,1,4,0.2867,0.2867,0.2212,0.5079,0.771538193,0.1221,0.0991,0,0.564481197,0.240401654,0.195117149
Blue19-2018,Blue,13,189,H,0.030166611,2,0.0443,1.004,Y,Treated Diploid,49.8,0.2001,0.0658,6.39,0.0639,0.97112462,11.74,0.328835582,48.7,0.2476,0.0775,7.85,0.0785,1.012903226,12.79,0.313004847,NA,NA,NA,NA,NA,NA,NA,NA,0.07165,49.25,0.320920215,NA,0.992013923,0,0,0,0,0,1.3463,1.3463,0.4612,1.8075,0.342568521,0.2272,0.234,0,0.744840941,0.125698479,0.129460581
KB2-2,KB,3,291,C,0.144172956,3,0.1201,1.329,Y,Untreated Diploid,37,0.1004,0.0366,3.48,0.0348,0.950819672,8.08,0.364541833,41.1,0.1015,0.0345,3.59,0.0359,1.04057971,8.27,0.339901478,NA,NA,NA,NA,NA,NA,NA,NA,0.03555,39.05,0.352221656,NA,0.995699691,0,1,0,0,1,0.1816,0.1816,0.2095,0.3911,1.153634361,0.1432,0.0663,0,0.464331373,0.366146766,0.169521861
Santa17-2018,Santa,5,85,C,0.810875377,18,0.0887,0.928,Y,Treated Diploid,38.1,0.0957,0.0329,3.13,0.0313,0.951367781,7.32,0.343782654,44.6,0.1017,0.0381,3.23,0.0323,0.847769029,7.74,0.374631268,41.8,0.0883,0.0264,3.15,0.0315,1.193181818,7.54,0.298980747,0.032466667,41.5,0.339131556,0.0413369,0.997439543,0,1,0,0,1,0.1266,0.1679369,0.1141,0.2820369,0.679421854,0.0556,0.0585,0,0.595443008,0.197137325,0.207419667
Blue11-2018,Blue,18,342,L,0.88145257,17,NA,NA,,Treated Diploid,47.5,0.0371,0.0131,1.29,0.0129,0.984732824,4.73,0.35309973,37.9,0.0289,0.0107,1.09,0.0109,1.018691589,4.5,0.370242215,NA,NA,NA,NA,NA,NA,NA,NA,0.0119,42.7,0.361670973,0.023631823,1.001712207,0,0,0,0,0,0.0617,0.085331823,0.0385,0.123831823,0.451179861,0.0172,0.0213,0,0.689094458,0.13889806,0.172007481
Blue2-1,Blue,6,206,C,0.654164994,14,0.025,NA,,Untreated Diploid,48.4,0.0958,0.034,3.37,0.0337,0.991176471,8.37,0.354906054,53.7,0.0992,0.0333,3.39,0.0339,1.018018018,8.57,0.335685484,NA,NA,NA,NA,NA,NA,NA,NA,0.03365,51.05,0.345295769,NA,1.004597245,0,0,0,0,0,0.2652,0.2652,0.1675,0.4327,0.631598793,0.1004,0.0671,0,0.612895771,0.232031431,0.155072799
Cheney2-2018,Cheney,23,403,L,0.456742577,12,NA,NA,,Treated Diploid,47.3,0.0337,0.0128,1.33,0.0133,1.0390625,4.77,0.379821958,44.2,0.0332,0.0131,1.28,0.0128,0.977099237,4.83,0.394578313,NA,NA,NA,NA,NA,NA,NA,NA,0.01295,45.75,0.387200136,0.018775362,1.008080869,0,0,0,0,0,0.0509,0.069675362,0.0732,0.142875362,1.050586576,0.0417,0.0315,0,0.48766534,0.291862778,0.220471882
Blue19-2018,Blue,24,188,L,0.101709373,3,NA,NA,,Treated Diploid,39.3,0.0344,0.0138,1.4,0.014,1.014492754,5.1,0.401162791,39.6,0.0385,0.0148,1.49,0.0149,1.006756757,5.24,0.384415584,NA,NA,NA,NA,NA,NA,NA,NA,0.0143,39.45,0.392789188,NA,1.010624756,1,1,0,1,3,0.0796,0.0796,0.0756,0.1552,0.949748744,0.0436,0.032,0,0.512886598,0.280927835,0.206185567
CheneyA-2018,Cheney,7,279,C,0.961027624,19,0.0805,1.094,Y,Untreated Diploid,49.6,0.0966,0.0341,3.33,0.0333,0.976539589,7.88,0.35300207,48.7,0.0886,0.0305,3.16,0.0316,1.036065574,7.62,0.344243792,51.1,0.0778,0.0273,2.79,0.0279,1.021978022,7.39,0.350899743,0.030633333,49.8,0.349381868,0.017666634,1.011527728,1,1,1,1,4,0.1863,0.203966634,0.1488,0.352766634,0.729531086,0.0816,0.0672,0,0.5781914,0.231314394,0.190494206
Blue2-2,Blue,3,219,C,0.818773495,15,0.0909,1.084,Y,Untreated Diploid,53.1,0.0924,0.031,3.22,0.0322,1.038709677,7.66,0.335497835,50.6,0.0906,0.0324,3.2,0.032,0.987654321,7.88,0.357615894,NA,NA,NA,NA,NA,NA,NA,NA,0.0317,51.85,0.346556865,NA,1.013181999,0,1,0,0,1,0.1516,0.1516,0.1043,0.2559,0.687994723,0.0636,0.0407,0,0.592418914,0.248534584,0.159046503
Santa9-2018,Santa,8,64,C,0.076765947,2,0.0229,1.089,Y,Treated Diploid,47.3,0.0922,0.033,3.52,0.0352,1.066666667,8.12,0.35791757,46.2,0.1049,0.0395,3.8,0.038,0.962025316,8.35,0.376549094,NA,NA,NA,NA,NA,NA,NA,NA,0.03625,46.75,0.367233332,NA,1.014345992,0,0,0,0,0,0.2995,0.2995,0.1778,0.4773,0.593656093,0.1105,0.0673,0,0.627487953,0.23151058,0.141001467
Blue3-2018,Blue,5,157,C,0.483863723,12,0.0987,1.168,Y,Treated Diploid,46.9,0.1085,0.0376,3.66,0.0366,0.973404255,8.03,0.346543779,47.4,0.1056,0.0366,3.56,0.0356,0.972677596,7.98,0.346590909,45.7,0.1033,0.0323,3.56,0.0356,1.102167183,7.95,0.31268151,0.0355,46.66666667,0.335272066,0.012359326,1.016083011,1,1,1,1,4,0.1734,0.185759326,0.2383,0.424059326,1.282842725,0.1277,0.1106,0,0.438050326,0.30113711,0.260812564
Blue8-2018,Blue,2,386,C,0.409631195,10,0.0809,1.352,Y,Treated Diploid,48.1,0.0643,0.021,2.22,0.0222,1.057142857,6.54,0.32659409,47.1,0.0666,0.0228,2.26,0.0226,0.99122807,6.78,0.342342342,48.9,0.0707,0.0247,2.51,0.0251,1.016194332,7.32,0.349363508,0.022833333,48.03333333,0.339433313,0.030080969,1.021521753,0,1,1,0,2,0.1325,0.162580969,0.1651,0.327680969,1.015494009,0.0893,0.0758,0,0.496156275,0.272521167,0.231322558
Blue2-3,Blue,5,229,C,0.618827172,14,0.0683,1.084,Y,Untreated Diploid,52.5,0.0785,0.025,2.7,0.027,1.08,6.73,0.318471338,54.3,0.0772,0.0268,2.61,0.0261,0.973880597,6.83,0.347150259,52.5,0.0829,0.0274,2.77,0.0277,1.010948905,6.98,0.330518697,0.0264,53.1,0.332046765,0.029204101,1.021609834,0,1,0,0,1,0.1031,0.132304101,0.1026,0.234904101,0.775486166,0.0533,0.0493,0,0.563226016,0.226901105,0.209872879
Blue2-2,Blue,1,217,C,0.657331889,14,0.074,NA,,Untreated Diploid,45.2,0.0999,0.035,3.53,0.0353,1.008571429,8.57,0.35035035,43.3,0.1081,0.0343,3.58,0.0358,1.043731778,8.12,0.317298797,NA,NA,NA,NA,NA,NA,NA,NA,0.03465,44.25,0.333824574,NA,1.026151604,0,1,0,0,1,0.2596,0.2596,0.1567,0.4163,0.603620955,0.1007,0.056,0,0.623588758,0.241892866,0.134518376
Blue6-2018,Blue,4,244,C,0.102541955,2,0.0276,1.103,Y,Untreated Diploid,45.1,0.0907,0.0344,3.55,0.0355,1.031976744,8.11,0.379272326,44.5,0.092,0.0351,3.63,0.0363,1.034188034,8.02,0.381521739,NA,NA,NA,NA,NA,NA,NA,NA,0.03475,44.8,0.380397033,NA,1.033082389,1,1,1,1,4,0.2117,0.2117,0.1873,0.399,0.88474256,0.1077,0.0796,0,0.530576441,0.269924812,0.199498747
Blue16-2018,Blue,2,146,C,0.985082215,20,0.0772,1.073,Y,Treated Diploid,47.3,0.0668,0.0221,2.36,0.0236,1.067873303,6.82,0.330838323,44.7,0.0655,0.0231,2.39,0.0239,1.034632035,7.24,0.352671756,40.7,0.06,0.0214,2.14,0.0214,1,6.8,0.356666667,0.0222,44.23333333,0.346725582,0.005008886,1.034168446,0,0,1,1,2,0.1766,0.181608886,0.2211,0.402708886,1.217451441,0.1148,0.1063,0,0.450968162,0.285069448,0.26396239
Santa10-2018,Santa,3,99,C,0.332753982,4,0.0906,1.399,Y,Treated Diploid,44.7,0.0823,0.0287,2.92,0.0292,1.017421603,7.19,0.34872418,43.4,0.1021,0.0342,3.62,0.0362,1.058479532,7.87,0.33496572,NA,NA,NA,NA,NA,NA,NA,NA,0.03145,44.05,0.34184495,NA,1.037950568,0,0,0,0,0,0.1816,0.1816,0.129,0.3106,0.710352423,0.0808,0.0482,0,0.584674823,0.260141661,0.155183516
Blue2-2018,Blue,1,169,C,0.145046042,2,0.0861,0.959,Y,Treated Diploid,54.9,0.1001,0.0358,3.36,0.0336,0.938547486,8.04,0.357642358,47.1,0.111,0.0345,3.95,0.0395,1.144927536,8.48,0.310810811,NA,NA,NA,NA,NA,NA,NA,NA,0.03515,51,0.334226585,NA,1.041737511,0,0,0,0,0,0.2105,0.2105,0.1869,0.3974,0.887885986,0.0794,0.1075,0,0.529693005,0.199798691,0.270508304
Santa16-2018,Santa,5,109,C,0.991862775,20,0.0816,0.915,Y,Treated Diploid,45.3,0.1072,0.0346,3.66,0.0366,1.057803468,7.64,0.322761194,44.7,0.109,0.0361,3.59,0.0359,0.994459834,7.53,0.331192661,43.4,0.1079,0.0354,3.83,0.0383,1.081920904,8.04,0.328081557,0.035366667,44.46666667,0.327345137,0.033753975,1.044728069,0,0,0,0,0,0.1563,0.190053975,0.1733,0.363353975,0.911846227,0.0809,0.0924,0,0.523054619,0.222647901,0.254297479
