Accession,Population,Tray,Plant_ID,Treatment,rand_placement_within_tray,Placement,flow_fresh_tissue_weight,DNA_content,FLOW,Cytotype,leaf_1_chlorophyll,leaf_1_fresh_mass,leaf_1_dry_mass,leaf_1_area_cm,leaf_1_area_m,leaf_1_SLA,leaf_1_perimeter_cm,leaf_1_DMC,leaf_2_chlorophyll,leaf_2_fresh_mass,leaf_2_dry_mass,leaf_2_area_cm,leaf_2_area_m,leaf_2_SLA,leaf_2_perimeter,leaf_2_DMC,leaf_3_chlorophyll,leaf_3_fresh_mass,leaf_3_dry_mass,leaf_3_area,leaf_3_area_m,leaf_3_SLA,leaf_3_perimeter,leaf_3_DMC,avg_leaf_dry_mass,avg_chlorophyll,avg_DMC,est_flo_dry_leaf_weight,avg_SLA,leaf_curl,whorled_leaf,tick_stem,thick_leaf,Sum,aboveground_dry_mass,total_aboveground_biomass,belowground_dry_mass,total_biomass_g,root_to_shoot_raio,rhizome_weight,fine_roots_weight,Died,normalized_aboveground_mass,normalized_rhizome_mass,normalized_fine_roots_mass
CheneyA-2018,Cheney,24,284,L,0.183408505,5,NA,NA,,Untreated Diploid,33.5,0.028,0.0109,1.22,0.0122,1.119266055,4.54,0.389285714,33.7,0.0285,0.0103,1.12,0.0112,1.087378641,4.4,0.361403509,NA,NA,NA,NA,NA,NA,NA,NA,0.0106,33.6,0.375344612,0.006145505,1.103322348,0,0,0,0,0,0.0463,0.052445505,0.0462,0.098645505,0.880914389,0.0255,0.0207,0,0.531656308,0.258501388,0.209842304
Blue5-2018,Blue,7,375,C,0.964518447,20,0.0682,1.349,Y,Treated Diploid,48.8,0.0988,0.031,3.27,0.0327,1.05483871,8,0.313765182,47.7,0.0895,0.0255,2.92,0.0292,1.145098039,7.51,0.284916201,46.9,0.0855,0.026,2.89,0.0289,1.111538462,7.66,0.304093567,0.0275,47.8,0.300924983,0.015088175,1.10382507,0,1,0,0,1,0.126,0.141088175,0.1816,0.322688175,1.287138345,0.079,0.1026,0,0.437227596,0.244818392,0.317954012
Blue6-2018,Blue,17,245,L,0.012730958,2,NA,NA,,Untreated Diploid,36.1,0.0151,0.007,0.69,0.0069,0.985714286,3.49,0.463576159,37.1,0.0193,0.0067,0.82,0.0082,1.223880597,3.91,0.347150259,NA,NA,NA,NA,NA,NA,NA,NA,0.00685,36.6,0.405363209,0.009229773,1.104797442,0,1,0,0,1,0.0232,0.032429773,0.0355,0.067929773,1.094673096,0.0164,0.0191,0,0.477401463,0.241425803,0.281172734
Blue2-1,Blue,13,213,H,0.421809289,10,0.0343,1.172,Y,Untreated Diploid,50.1,0.1563,0.0474,5.43,0.0543,1.14556962,10.67,0.303262956,50.9,0.1293,0.0436,4.64,0.0464,1.064220183,9.74,0.337200309,NA,NA,NA,NA,NA,NA,NA,NA,0.0455,50.5,0.320231633,NA,1.104894902,0,1,0,0,1,0.8123,0.8123,0.2803,1.0926,0.345069556,0.1668,0.1135,0,0.743455977,0.152663372,0.103880652
Blue19-2018,Blue,23,187,L,0.159336602,5,NA,NA,,Treated Diploid,42.3,0.0327,0.0121,1.28,0.0128,1.05785124,4.81,0.370030581,36.1,0.0361,0.0115,1.33,0.0133,1.156521739,4.92,0.318559557,NA,NA,NA,NA,NA,NA,NA,NA,0.0118,39.2,0.344295069,0.019830504,1.10718649,0,1,0,0,1,0.0854,0.105230504,0.0599,0.165130504,0.569226581,0.0334,0.0265,0,0.637256603,0.202264265,0.160479132
KB2-8,KB,17,77,L,0.930716702,20,NA,NA,,Treated Diploid,40.3,0.0353,0.0132,1.4,0.014,1.060606061,5.38,0.373937677,41.6,0.0328,0.0111,1.29,0.0129,1.162162162,4.94,0.338414634,NA,NA,NA,NA,NA,NA,NA,NA,0.01215,40.95,0.356176156,0.023478987,1.111384112,0,0,0,0,0,0.0447,0.068178987,0.0285,0.096678987,0.418017358,0.0142,0.0143,0,0.705209985,0.146877832,0.147912183
Blue8-2018,Blue,20,392,L,0.987408777,20,NA,NA,,Treated Diploid,44.9,0.036,0.0121,1.33,0.0133,1.099173554,4.94,0.336111111,46.2,0.0304,0.0103,1.16,0.0116,1.126213592,4.67,0.338815789,NA,NA,NA,NA,NA,NA,NA,NA,0.0112,45.55,0.33746345,0.010142913,1.112693573,0,0,0,0,0,0.0672,0.077342913,0.0571,0.134442913,0.738270616,0.0283,0.0288,0,0.575284418,0.210498266,0.214217316
Blue14-2018,Blue,7,351,C,0.43100723,11,0.0707,0.9548,Y,Treated Diploid,46.9,0.0841,0.0286,3.06,0.0306,1.06993007,8.18,0.340071344,45.8,0.0914,0.0279,3.4,0.034,1.218637993,8.05,0.305251641,50.4,0.0923,0.0302,3.18,0.0318,1.052980132,8.12,0.327193933,0.0289,47.7,0.324172306,0.026711363,1.113849398,0,1,1,0,2,0.1646,0.191311363,0.2494,0.440711363,1.303634014,0.1279,0.1215,0,0.434096733,0.290212622,0.275690645
Blue11-2018,Blue,1,337,C,0.587628707,12,0.0527,0.877,Y,Treated Diploid,47.2,0.0769,0.0252,2.74,0.0274,1.087301587,7.42,0.327698309,48,0.0751,0.0223,2.58,0.0258,1.156950673,7.27,0.296937417,NA,NA,NA,NA,NA,NA,NA,NA,0.02375,47.6,0.312317863,NA,1.12212613,1,1,1,1,4,0.1534,0.1534,0.1138,0.2672,0.741851369,0.057,0.0568,0,0.574101796,0.213323353,0.21257485
Santa9-2018,Santa,7,63,C,0.20199412,6,0.1058,0.964,Y,Treated Diploid,44.6,0.081,0.0249,2.95,0.0295,1.184738956,7.13,0.307407407,48,0.1037,0.0336,3.56,0.0356,1.05952381,7.91,0.324011572,46.6,0.0872,0.0284,3.2,0.032,1.126760563,7.7,0.325688073,0.028966667,46.4,0.319035684,0.008085053,1.123674443,0,0,0,0,0,0.1775,0.185585053,0.1194,0.304985053,0.643370778,0.0634,0.056,0,0.608505404,0.20787904,0.183615556
Blue6-2018,Blue,10,250,H,0.705720356,15,0.0207,1.148,Y,Untreated Diploid,53.8,0.2118,0.0645,7.05,0.0705,1.093023256,11.86,0.304532578,52.5,0.1923,0.056,6.54,0.0654,1.167857143,10.87,0.291211648,54.1,0.2082,0.0614,6.82,0.0682,1.110749186,11.24,0.294908742,0.060633333,53.46666667,0.296884323,0.041976495,1.123876528,1,1,1,1,4,0.8609,0.902876495,0.3289,1.231776495,0.364280167,0.1196,0.2093,0,0.732987274,0.097095537,0.169917189
KB2-8,KB,12,84,H,0.328883093,7,0.0407,1.081,Y,Treated Diploid,51.7,0.208,0.0559,6.53,0.0653,1.168157424,11.29,0.26875,57.1,0.2214,0.0613,6.52,0.0652,1.063621533,11.41,0.276874435,53.3,0.1896,0.0535,6.1,0.061,1.140186916,10.81,0.282172996,0.0569,54.03333333,0.275932477,0.022285961,1.123988624,0,0,0,0,0,1.1543,1.176585961,0.2915,1.468085961,0.247750704,0.1034,0.1881,0,0.801442145,0.070431843,0.128126012
Blue2-1,Blue,24,212,L,0.655998531,12,NA,NA,,Untreated Diploid,41.4,0.0289,0.0097,1.09,0.0109,1.12371134,4.46,0.335640138,37.4,0.0286,0.0096,1.08,0.0108,1.125,4.76,0.335664336,NA,NA,NA,NA,NA,NA,NA,NA,0.00965,39.4,0.335652237,0.015798357,1.12435567,0,0,0,0,0,0.0445,0.060298357,0.0293,0.089598357,0.485917054,0.0149,0.0144,0,0.672985075,0.166297692,0.160717233
Santa11-2018,Santa,18,126,L,0.5450662,14,NA,NA,,Treated Diploid,41.9,0.0357,0.0121,1.34,0.0134,1.107438017,4.8,0.338935574,41.3,0.0395,0.0127,1.45,0.0145,1.141732283,5.06,0.321518987,NA,NA,NA,NA,NA,NA,NA,NA,0.0124,41.6,0.330227281,0.035408841,1.12458515,1,0,0,0,1,0.0382,0.073608841,0.0323,0.105908841,0.438805985,0.011,0.0213,0,0.69502074,0.103862906,0.201116354
Blue16-2018,Blue,18,150,L,0.425302123,11,NA,NA,,Treated Diploid,40.6,0.0189,0.0067,0.74,0.0074,1.104477612,3.8,0.354497354,43,0.0216,0.0075,0.86,0.0086,1.146666667,3.98,0.347222222,NA,NA,NA,NA,NA,NA,NA,NA,0.0071,41.8,0.350859788,0.024433477,1.12557214,0,1,0,0,1,0.0531,0.077533477,0.0538,0.131333477,0.693893813,0.0312,0.0226,0,0.590355778,0.237563192,0.17208103
Cheney7-2018,Cheney,2,266,C,0.964151858,18,0.0638,1.148,Y,Untreated Diploid,45.8,0.0726,0.0288,3.06,0.0306,1.0625,7.27,0.396694215,46.4,0.0663,0.024,2.64,0.0264,1.1,6.79,0.36199095,41.2,0.0642,0.0224,2.72,0.0272,1.214285714,6.68,0.348909657,0.025066667,44.46666667,0.369198274,0.02290563,1.125595238,0,0,0,0,0,0.159,0.18190563,0.1711,0.35300563,0.940597605,0.0962,0.0749,0,0.515305181,0.2725169,0.212177919
Blue2-3,Blue,13,237,H,0.088182761,4,0.0558,1.135,Y,Untreated Diploid,44.3,0.1618,0.0407,4.95,0.0495,1.216216216,9.57,0.251545117,47,0.2062,0.056,5.83,0.0583,1.041071429,11.09,0.271580989,NA,NA,NA,NA,NA,NA,NA,NA,0.04835,45.65,0.261563053,NA,1.128643823,0,1,0,0,1,0.556,0.556,0.1364,0.6924,0.245323741,0.0555,0.0809,0,0.803004044,0.080155979,0.116839977
Cheney7-2018,Cheney,4,268,C,0.309973722,6,0.0242,0.985,Y,Untreated Diploid,40.7,0.0719,0.0264,2.93,0.0293,1.109848485,7.34,0.367176634,41.9,0.0714,0.0243,2.79,0.0279,1.148148148,6.97,0.340336134,NA,NA,NA,NA,NA,NA,NA,NA,0.02535,41.3,0.353756384,NA,1.128998317,0,0,0,0,0,0.2312,0.2312,0.1883,0.4195,0.814446367,0.1027,0.0856,0,0.5511323,0.244815256,0.204052443
Blue2-3,Blue,21,233,L,0.486070727,8,NA,NA,,Untreated Diploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,0.0181,0.0181,0.0126,0.0307,0.696132597,0.0046,0.008,0,0.589576547,0.149837134,0.260586319
KB2-8,KB,18,78,L,0.970070683,20,NA,NA,,Treated Diploid,NA,0.024,0.0089,1.01,0.0101,1.134831461,4.26,0.370833333,47.8,0.0327,0.0108,1.22,0.0122,1.12962963,4.61,0.330275229,NA,NA,NA,NA,NA,NA,NA,NA,0.00985,47.8,0.350554281,0.009293789,1.132230546,0,0,0,0,0,0.0297,0.038993789,0.0269,0.065893789,0.689853453,0.0114,0.0155,0,0.591767291,0.173005683,0.235227026
Santa10-2018,Santa,1,97,C,0.464732305,9,0.0722,0.796,Y,Treated Diploid,51.7,0.0871,0.0302,3.35,0.0335,1.109271523,7.71,0.346727899,50.1,0.0882,0.0277,3.2,0.032,1.155234657,7.34,0.314058957,NA,NA,NA,NA,NA,NA,NA,NA,0.02895,50.9,0.330393428,NA,1.13225309,0,0,0,0,0,0.1724,0.1724,0.166,0.3384,0.96287703,0.0852,0.0808,0,0.509456265,0.25177305,0.238770686
Blue3-2018,Blue,22,162,L,0.070970027,2,NA,NA,,Treated Diploid,37.9,0.0322,0.011,1.21,0.0121,1.1,4.77,0.341614907,37.9,0.0293,0.0097,1.13,0.0113,1.164948454,4.62,0.33105802,NA,NA,NA,NA,NA,NA,NA,NA,0.01035,37.9,0.336336464,0.016622077,1.132474227,0,0,0,0,0,0.0677,0.084322077,0.0751,0.159422077,0.890632711,0.03,0.0451,0,0.528923463,0.188179709,0.282896829
Blue6-2018,Blue,19,247,L,0.373225896,11,NA,NA,,Untreated Diploid,45.1,0.0499,0.015,1.73,0.0173,1.153333333,5.56,0.300601202,51.8,0.043,0.0143,1.6,0.016,1.118881119,5.26,0.33255814,NA,NA,NA,NA,NA,NA,NA,NA,0.01465,48.45,0.316579671,0.011230452,1.136107226,0,0,0,0,0,0.0674,0.078630452,0.0623,0.140930452,0.792313899,0.0309,0.0314,0,0.557937982,0.219257084,0.222804934
Santa15-2018,Santa,24,452,L,0.764419003,16,NA,NA,,Treated Diploid,35.1,0.0272,0.01,1.16,0.0116,1.16,4.56,0.367647059,38.3,0.0294,0.0111,1.24,0.0124,1.117117117,4.57,0.37755102,NA,NA,NA,NA,NA,NA,NA,NA,0.01055,36.7,0.37259904,0.019728018,1.138558559,0,0,0,0,0,0.0445,0.064228018,0.0332,0.097428018,0.516908369,0.0137,0.0195,0,0.659235601,0.140616635,0.200147764
Cheney7-2018,Cheney,17,269,L,0.563510627,12,NA,NA,,Untreated Diploid,36.4,0.0453,0.0159,1.84,0.0184,1.157232704,5.67,0.350993377,40.6,0.0426,0.0166,1.86,0.0186,1.120481928,5.86,0.389671362,NA,NA,NA,NA,NA,NA,NA,NA,0.01625,38.5,0.37033237,NA,1.138857316,1,1,1,1,4,0.0701,0.0701,0.0802,0.1503,1.144079886,0.0344,0.0458,0,0.466400532,0.228875582,0.304723886
Santa4-2018,Santa,6,326,C,0.613225731,13,0.0205,1.02,Y,Untreated Diploid,45.2,0.0862,0.0276,3.29,0.0329,1.192028986,7.56,0.320185615,41.7,0.074,0.0276,3,0.03,1.086956522,7.26,0.372972973,NA,NA,NA,NA,NA,NA,NA,NA,0.0276,43.45,0.346579294,NA,1.139492754,0,1,0,0,1,0.2112,0.2112,0.1231,0.3343,0.582859848,0.069,0.0541,0,0.631767873,0.206401436,0.161830691
Santa4-2018,Santa,24,332,L,0.764158263,15,NA,NA,,Untreated Diploid,40.7,0.0358,0.0123,1.42,0.0142,1.154471545,5.03,0.343575419,38.8,0.0318,0.0121,1.37,0.0137,1.132231405,5.03,0.380503145,NA,NA,NA,NA,NA,NA,NA,NA,0.0122,39.75,0.362039282,0.043189909,1.143351475,0,0,0,0,0,0.0689,0.112089909,0.0801,0.192189909,0.714604916,0.0569,0.0232,0,0.583224736,0.29606133,0.120713934
Santa-1,Santa,16,312,H,0.606847322,10,0.1105,1.162,Y,Untreated Diploid,46.7,0.1889,0.0508,5.99,0.0599,1.179133858,11.15,0.268925357,48.9,0.2018,0.0541,6.14,0.0614,1.134935305,11.09,0.268087215,47.6,0.2016,0.0532,6.04,0.0604,1.135338346,11.38,0.263888889,0.0527,47.73333333,0.266967154,0.010474634,1.149802503,0,1,0,1,2,0.8934,0.903874634,0.348,1.251874634,0.385009145,0.1212,0.2268,0,0.722016893,0.096814806,0.181168301
Santa5-2018,Santa,1,457,C,0.776545593,17,0.0631,1.027,Y,Treated Diploid,45.3,0.0614,0.0208,2.41,0.0241,1.158653846,6.42,0.338762215,44.5,0.0615,0.0202,2.31,0.0231,1.143564356,6.46,0.328455285,NA,NA,NA,NA,NA,NA,NA,NA,0.0205,44.9,0.33360875,NA,1.151109101,0,0,0,0,0,0.163,0.163,0.0494,0.2124,0.303067485,0.0195,0.0299,0,0.767419962,0.09180791,0.140772128
Santa15-2018,Santa,31,743,C,NA,NA,0.028,1.029,Y,Treated Diploid,48.4,0.1012,0.0322,3.74,0.0374,1.161490683,8.25,0.318181818,46.3,0.0914,0.0315,3.6,0.036,1.142857143,8.18,0.34463895,NA,NA,NA,NA,NA,NA,NA,NA,0.03185,47.35,0.331410384,NA,1.152173913,0,1,0,0,1,0.1541,0.1541,0.0803,0.2344,0.521090201,0.0459,0.0344,0,0.657423208,0.195819113,0.146757679
Blue14-2018,Blue,24,356,L,0.093996773,1,NA,NA,,Treated Diploid,36,0.0316,0.0114,1.35,0.0135,1.184210526,5.17,0.360759494,39.7,0.0351,0.0123,1.38,0.0138,1.12195122,5.11,0.35042735,NA,NA,NA,NA,NA,NA,NA,NA,0.01185,37.85,0.355593422,0.032015968,1.153080873,1,0,0,1,2,0.0523,0.084315968,0.104,0.188315968,1.233455566,0.0794,0.0246,0,0.447736689,0.421631797,0.130631514
Santa11-2018,Santa,20,128,L,0.817616442,16,NA,NA,,Treated Diploid,38.8,0.0346,0.013,1.46,0.0146,1.123076923,5.13,0.375722543,43.3,0.0376,0.0124,1.47,0.0147,1.185483871,4.91,0.329787234,NA,NA,NA,NA,NA,NA,NA,NA,0.0127,41.05,0.352754889,0.023357389,1.154280397,0,0,0,0,0,0.0615,0.084857389,0.048,0.132857389,0.565654925,0.0238,0.0242,0,0.638710347,0.179139453,0.1821502
Cheney2-2018,Cheney,32,771,H,NA,NA,0.0454,1.076,Y,Treated Diploid,39.7,0.1749,0.0536,6.24,0.0624,1.164179104,10.85,0.306460835,45.7,0.1803,0.0582,6.36,0.0636,1.092783505,10.85,0.322795341,NA,NA,0.0623,7.56,0.0756,1.213483146,11.47,NA,0.058033333,42.7,0.314628088,0.045032357,1.156815252,1,1,1,1,4,0.6684,0.713432357,0.2611,0.974532357,0.365977233,0.1222,0.1389,0,0.732076623,0.125393476,0.142529901
Blue16-2018,Blue,10,154,H,0.095122436,1,0.0508,1.014,Y,Treated Diploid,51.5,0.1978,0.0525,6.22,0.0622,1.184761905,11.6,0.265419616,47.4,0.1941,0.0539,6.23,0.0623,1.155844156,11.92,0.277691911,48.4,0.1859,0.053,6.01,0.0601,1.133962264,13.03,0.285099516,0.053133333,49.1,0.276070348,0.004779098,1.158189442,0,0,0,0,0,0.7595,0.764279098,0.3881,1.152379098,0.507798788,0.1501,0.238,0,0.663218466,0.130252276,0.206529258
Blue2-1,Blue,7,207,C,0.581663316,14,0.0656,1.223,Y,Untreated Diploid,47.4,0.0541,0.0176,2.01,0.0201,1.142045455,6.46,0.325323475,48.9,0.0664,0.0204,2.4,0.024,1.176470588,6.83,0.307228916,51.2,0.0638,0.02,2.33,0.0233,1.165,6.56,0.313479624,0.019333333,49.16666667,0.315344005,0.037553855,1.161172014,1,1,0,0,2,0.1204,0.157953855,0.0784,0.236353855,0.496347493,0.0391,0.0393,0,0.668293965,0.165429923,0.166276112
Blue2-2018,Blue,20,176,L,0.609977468,11,NA,NA,,Treated Diploid,NA,0.0186,0.0071,0.89,0.0089,1.253521127,4,0.38172043,42,0.0254,0.0098,1.05,0.0105,1.071428571,4.35,0.385826772,NA,NA,NA,NA,NA,NA,NA,NA,0.00845,42,0.383773601,0.020176592,1.162474849,0,0,0,0,0,0.0347,0.054876592,0.0563,0.111176592,1.025938345,0.0246,0.0317,0,0.493598437,0.2212696,0.285131964
Blue14-2018,Blue,14,358,H,0.021223103,1,0.0428,1.057,Y,Treated Diploid,53.2,0.2032,0.062,7.15,0.0715,1.153225806,12.38,0.30511811,52.1,0.1805,0.0511,6.14,0.0614,1.201565558,11.23,0.283102493,NA,NA,0.0625,7.1,0.071,1.136,11.77,NA,0.058533333,52.65,0.294110302,0.019222718,1.163597121,0,1,0,0,1,0.9029,0.922122718,0.4762,1.398322718,0.516417165,0.218,0.2582,0,0.659449143,0.155901064,0.184649793
Cheney4-2018,Cheney,23,139,L,0.696914535,17,NA,NA,,Treated Diploid,35.6,0.0362,0.0135,1.57,0.0157,1.162962963,5.36,0.372928177,36.6,0.0261,0.0097,1.13,0.0113,1.164948454,4.45,0.37164751,NA,NA,NA,NA,NA,NA,NA,NA,0.0116,36.1,0.372287844,0.03168825,1.163955709,0,0,1,0,1,0.0571,0.08878825,0.0487,0.13748825,0.548496,0.0115,0.0372,0,0.645787913,0.083643511,0.270568576
Santa-3,Santa,3,315,C,0.735297371,12,0.0648,0.794,Y,Untreated Diploid,41.7,0.0611,0.0208,2.43,0.0243,1.168269231,6.92,0.340425532,40.5,0.0609,0.0201,2.37,0.0237,1.179104478,6.6,0.330049261,NA,NA,NA,NA,NA,NA,NA,NA,0.02045,41.1,0.335237397,NA,1.173686855,1,1,1,1,4,0.2335,0.2335,0.2059,0.4394,0.881798715,0.134,0.0719,0,0.531406463,0.304961311,0.163632226
CheneyA-2018,Cheney,21,281,L,0.550076769,11,NA,NA,,Untreated Diploid,44.2,0.0281,0.0102,1.23,0.0123,1.205882353,4.63,0.362989324,41.4,0.032,0.0105,1.23,0.0123,1.171428571,4.57,0.328125,44.9,0.0338,0.0118,1.35,0.0135,1.144067797,4.73,0.349112426,0.010833333,43.5,0.34674225,0.023824186,1.173792907,0,1,0,0,1,0.0446,0.068424186,0.0506,0.119024186,0.739504596,0.0328,0.0178,0,0.57487632,0.275574243,0.149549437
Blue2-3,Blue,23,235,L,0.07794926,4,NA,NA,,Untreated Diploid,35.9,0.0297,0.0106,1.28,0.0128,1.20754717,4.81,0.356902357,36.2,0.0344,0.0121,1.38,0.0138,1.140495868,5.14,0.351744186,NA,NA,NA,NA,NA,NA,NA,NA,0.01135,36.05,0.354323272,0.014860246,1.174021519,1,0,0,0,1,0.0901,0.104960246,0.0573,0.162260246,0.545920977,0.0292,0.0281,0,0.646863595,0.179957819,0.173178586
Blue8-2018,Blue,31,747,C,NA,NA,0.0327,0.888,Y,Treated Diploid,40.5,0.0813,0.0242,2.96,0.0296,1.223140496,7.67,0.297662977,41.2,0.0905,0.029,3.27,0.0327,1.127586207,7.99,0.320441989,NA,NA,NA,NA,NA,NA,NA,NA,0.0266,40.85,0.309052483,NA,1.175363352,0,0,0,0,0,0.1937,0.1937,0.194,0.3877,1.001548787,0.108,0.086,0,0.499613103,0.278565901,0.221820996
Blue16-2018,Blue,3,147,C,0.441581809,9,0.085,1.308,Y,Treated Diploid,41.8,0.0602,0.0189,2.18,0.0218,1.153439153,6.41,0.313953488,44.2,0.069,0.021,2.52,0.0252,1.2,7.17,0.304347826,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,43,0.309150657,NA,1.176719577,1,1,1,1,4,0.106,0.106,0.1175,0.2235,1.108490566,0.0712,0.0463,0,0.474272931,0.318568233,0.207158837
Santa16-2018,Santa,7,111,C,0.367730068,9,0.0518,1.006,Y,Treated Diploid,42.3,0.0687,0.024,2.88,0.0288,1.2,7.13,0.349344978,42.6,0.0909,0.0306,3.53,0.0353,1.153594771,8,0.336633663,NA,NA,NA,NA,NA,NA,NA,NA,0.0273,42.45,0.342989321,NA,1.176797386,0,1,0,0,1,0.2342,0.2342,0.1429,0.3771,0.610162254,0.0778,0.0651,0,0.621055423,0.206311323,0.172633254
Santa11-2018,Santa,1,121,C,0.226577332,7,0.0855,0.912,Y,Treated Diploid,46.5,0.0586,0.0189,2.23,0.0223,1.17989418,6.17,0.322525597,48.9,0.066,0.0218,2.56,0.0256,1.174311927,6.66,0.33030303,NA,NA,NA,NA,NA,NA,NA,NA,0.02035,47.7,0.326414314,NA,1.177103054,0,0,0,0,0,0.1207,0.1207,0.1242,0.2449,1.028997514,0.0728,0.0514,0,0.492854226,0.297264189,0.209881584
Blue6-2018,Blue,11,251,H,0.610364414,13,0.0609,1.104,Y,Untreated Diploid,51.1,0.1619,0.0453,5.39,0.0539,1.189845475,10.72,0.279802347,52.5,0.146,0.0421,4.82,0.0482,1.144893112,9.99,0.288356164,51.6,0.1734,0.0449,5.39,0.0539,1.200445434,9.93,0.25893887,0.0441,51.73333333,0.275699127,0.035054675,1.178394674,1,1,0,0,2,0.7315,0.766554675,0.4177,1.184254675,0.544905685,0.1875,0.2302,0,0.647288705,0.158327431,0.194383864
Santa15-2018,Santa,8,448,C,0.529233307,13,0.021,1.059,Y,Treated Diploid,41.3,0.0648,0.0222,2.64,0.0264,1.189189189,6.75,0.342592593,45.8,0.0845,0.0274,3.2,0.032,1.167883212,7.55,0.324260355,NA,NA,NA,NA,NA,NA,NA,NA,0.0248,43.55,0.333426474,NA,1.178536201,0,0,0,0,0,0.2378,0.2378,0.138,0.3758,0.580319596,0.086,0.052,0,0.632783395,0.22884513,0.138371474
CheneyA-2018,Cheney,23,427,L,0.163730994,7,NA,NA,,Treated Diploid,33.7,0.0468,0.0174,2.11,0.0211,1.212643678,6.16,0.371794872,35.3,0.0407,0.0161,1.85,0.0185,1.149068323,5.7,0.395577396,NA,NA,NA,NA,NA,NA,NA,NA,0.01675,34.5,0.383686134,NA,1.180856001,1,1,0,1,3,0.0443,0.0443,0.0485,0.0928,1.094808126,0.02,0.0285,0,0.47737069,0.215517241,0.307112069
Blue8-2018,Blue,32,775,H,NA,NA,0.0429,1.031,Y,Treated Diploid,51.5,0.1963,0.0498,5.77,0.0577,1.158634538,11.29,0.253693327,53.9,0.2162,0.0536,6.39,0.0639,1.192164179,12.14,0.247918594,NA,NA,0.0411,4.9,0.049,1.192214112,10.66,NA,0.048166667,52.7,0.250805961,0.007959414,1.181004276,0,1,0,0,1,0.5536,0.561559414,0.2923,0.853859414,0.520514825,0.1518,0.1405,0,0.657671983,0.177781023,0.164546994
KB2-2,KB,20,296,L,0.804623688,15,NA,NA,,Untreated Diploid,40.9,0.0213,0.0075,0.82,0.0082,1.093333333,3.78,0.352112676,38.9,0.0192,0.0059,0.75,0.0075,1.271186441,3.72,0.307291667,NA,NA,NA,NA,NA,NA,NA,NA,0.0067,39.9,0.329702172,0.019602805,1.182259887,0,1,0,0,1,0.0241,0.043702805,0.0178,0.061502805,0.407296511,0.0091,0.0087,0,0.710582306,0.147960731,0.141456963
Blue11-2018,Blue,32,767,H,NA,NA,0.0668,1.126,Y,Treated Diploid,50.1,0.1401,0.0412,4.97,0.0497,1.20631068,10.03,0.29407566,52.9,0.1775,0.0527,5.96,0.0596,1.130929791,11.4,0.296901408,NA,NA,0.0491,5.94,0.0594,1.209775967,10.85,NA,0.047666667,51.5,0.295488534,0.010490537,1.182338813,1,1,1,1,4,0.668,0.678490537,0.2372,0.915690537,0.34959957,0.0929,0.1443,0,0.740960521,0.101453489,0.15758599
Cheney2-2018,Cheney,5,253,C,0.36745758,8,0.0444,1.041,Y,Untreated Diploid,46.8,0.0724,0.0201,2.4,0.024,1.194029851,6.8,0.277624309,48.6,0.0694,0.0193,2.26,0.0226,1.170984456,6.61,0.278097983,45.1,0.0663,0.019,2.26,0.0226,1.189473684,6.67,0.286576169,0.019466667,46.83333333,0.280766154,0.022678794,1.18482933,0,0,1,0,1,0.0952,0.117878794,0.0809,0.198778794,0.686298165,0.0486,0.0323,0,0.593014937,0.244492881,0.162492182
Cheney4-2018,Cheney,22,138,L,0.090094245,3,NA,NA,,Treated Diploid,31.1,0.0294,0.0104,1.27,0.0127,1.221153846,4.87,0.353741497,32.9,0.0343,0.0127,1.46,0.0146,1.149606299,5.11,0.370262391,NA,NA,NA,NA,NA,NA,NA,NA,0.01155,32,0.362001944,0.01313304,1.185380073,0,0,0,0,0,0.0608,0.07393304,0.0634,0.13733304,0.857532708,0.0292,0.0342,0,0.538348529,0.212621813,0.249029658
Blue11-2018,Blue,2,338,C,0.706789627,14,0.0623,1.349,Y,Treated Diploid,45.6,0.071,0.0226,2.71,0.0271,1.199115044,7.37,0.318309859,45.8,0.0642,0.0223,2.64,0.0264,1.183856502,7.25,0.347352025,47.2,0.066,0.0213,2.5,0.025,1.17370892,7.02,0.322727273,0.022066667,46.2,0.329463052,0.004711901,1.185560155,0,1,0,0,1,0.1746,0.179311901,0.1875,0.366811901,1.045664002,0.1018,0.0857,0,0.488838831,0.277526437,0.233634731
Cheney4-2018,Cheney,21,137,L,0.803773816,17,NA,NA,,Treated Diploid,44.7,0.0342,0.0126,1.5,0.015,1.19047619,5.11,0.368421053,47.7,0.0352,0.0111,1.32,0.0132,1.189189189,4.78,0.315340909,47.5,0.038,0.0132,1.56,0.0156,1.181818182,5.24,0.347368421,0.0123,46.63333333,0.343710128,0.006470093,1.187161187,0,1,0,0,1,0.0419,0.048370093,0.0901,0.138470093,1.862721248,0.0502,0.0399,0,0.378269089,0.521694622,0.100036288
