Accession,Population,Tray,Ploidy,Plant_ID,Treatment,Cytotype,leaf_1_chlorophyll,leaf_1_fresh_mass,leaf_1_dry_mass,leaf_1_area_cm,leaf_1_area_m,leaf_1_SLA,leaf_1_perimeter_cm,leaf_1_DMC,leaf_2_chlorophyll,leaf_2_fresh_mass,leaf_2_dry_mass,leaf_2_area_cm,leaf_2_area_m,leaf_2_SLA,leaf_2_perimeter,leaf_2_DMC,leaf_3_chlorophyll,leaf_3_fresh_mass,leaf_3_dry_mass,leaf_3_area,leaf_3_area_m,leaf_3_SLA,leaf_3_perimeter,leaf_3_DMC,avg_leaf_area_cm,avg_leaf_dry_mass,avg_chlorophyll,log_avg_chlorophyll,avg_DMC,est_flo_dry_leaf_weight,avg_SLA,log_avg_SLA,leaf_curl,whorled_leaf,tick_stem,thick_leaf,Sum,aboveground_dry_mass,total_aboveground_biomass,belowground_dry_mass,total_biomass_g,log_Total_biomass_g,root_to_shoot_raio,rhizome_weight,fine_roots_weight,Died,normalized_aboveground_mass,normalized_belowground_mass,normalized_rhizome_mass,normalized_fine_roots_mass,normalized_avg_leaf_dry_mass
Blue5-2018,Blue,8,4x,376,C,Neotetraploid,47.7,0.114,0.0354,3.35,0.0335,0.946327684,7.76,0.310526316,49.8,0.1394,0.0453,3.93,0.0393,0.867549669,8.46,0.324964132,NA,NA,NA,NA,NA,NA,NA,NA,0.0364,0.04035,48.75,1.68797462,0.317745224,NA,0.906938677,-0.042422077,1,1,0,0,2,0.1489,0.1489,0.1307,0.2796,-0.553462833,0.877770316,0.0523,0.0784,0,0.532546495,0.467453505,0.187052933,0.280400572,0.144313305
Blue2-2018,Blue,31,4x,751,C,Neotetraploid,45.5,0.1219,0.0428,3.85,0.0385,0.89953271,8.77,0.351107465,46.7,0.1171,0.0395,3.57,0.0357,0.903797468,7.95,0.337318531,NA,NA,NA,NA,NA,NA,NA,NA,0.0371,0.04115,46.1,1.663700925,0.344212998,NA,0.901665089,-0.044954745,0,1,0,1,2,0.0966,0.0966,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
Blue2-2,Blue,2,4x,362,C,Neotetraploid,45.8,0.1279,0.0399,3.12,0.0312,0.781954887,7.26,0.311962471,42,0.1374,0.0401,3.6,0.036,0.897755611,8.02,0.291848617,39.8,0.1206,0.0385,3.03,0.0303,0.787012987,7.46,0.319237148,0.0325,0.0395,42.53333333,1.62872942,0.307682745,0.02148688,0.822241162,-0.085000786,0,1,0,0,1,0.0955,0.11698688,0.0927,0.20968688,-0.678428742,0.792396549,0.0548,0.0379,0,0.557912255,0.442087745,0.261342054,0.180745691,0.188376116
Blue2-2,Blue,3,4x,363,C,Neotetraploid,50.3,0.1165,0.0366,2.95,0.0295,0.806010929,7.18,0.31416309,52.5,0.136,0.0442,3.36,0.0336,0.760180995,7.67,0.325,NA,NA,NA,NA,NA,NA,NA,NA,0.03155,0.0404,51.4,1.710963119,0.319581545,NA,0.783095962,-0.106185015,0,1,0,0,1,0.1341,0.1341,0.0452,0.1793,-0.74641971,0.337061894,0.0138,0.0314,0,0.747908533,0.252091467,0.076965979,0.175125488,0.225320692
Blue3-2018,Blue,13,2x-G,165,H,Neotetraploid,43.6,0.1514,0.0362,5.65,0.0565,NA,10.65,0.239101717,40.6,0.1693,0.0425,5.55,0.0555,NA,10.99,0.251033668,NA,NA,NA,NA,NA,NA,NA,NA,0.056,0.03935,42.1,1.624282096,0.245067693,NA,NA,0.15634556,0,1,0,1,2,0.8974,0.8974,0.379,1.2764,0.105986796,0.422331179,0.1923,0.1867,0,0.703071138,0.296928862,0.150658101,0.146270762,0.030828894
Blue16-2018,Blue,11,2x-G,155,H,Neotetraploid,40.9,0.2448,0.0597,7.11,0.0711,1.190954774,13.31,0.243872549,45.6,0.2781,0.0679,8.19,0.0819,1.206185567,12.81,0.244156778,42.6,0.2569,0.063,7.47,0.0747,1.185714286,13.15,0.245231608,0.0759,0.063533333,43.03333333,1.633804988,0.244420312,0.020414034,1.194284876,0.077107933,0,0,0,0,0,0.9668,0.987214034,0.4091,1.396314034,0.144983103,0.414398485,0.1554,0.2537,0,0.707014332,0.292985668,0.111293016,0.181692652,0.045500748
Blue2-2,Blue,9,4x,369,H,Neotetraploid,49.7,0.2423,0.0573,6.67,0.0667,1.164048866,11.78,0.236483698,50.2,0.2398,0.0563,6.5,0.065,1.154529307,11.17,0.234778982,47.9,0.1205,0.0281,3.33,0.0333,1.185053381,8.38,0.233195021,0.055,0.047233333,49.26666667,1.692553179,0.234819234,0.004319609,1.167877185,0.067397174,0,1,1,0,2,0.4715,0.475819609,0.1101,0.585919609,-0.232161967,0.231390212,0.0275,0.0826,0,0.812090262,0.187909738,0.046934766,0.140974971,0.080614016
Blue11-2018,Blue,11,4x,347,H,Neotetraploid,45,0.1986,0.0428,4.88,0.0488,1.140186916,9.56,0.21550856,42.7,0.1852,0.0398,4.49,0.0449,1.128140704,9.13,0.214902808,53.2,0.1621,0.0355,4.02,0.0402,1.132394366,8.56,0.219000617,0.044633333,0.039366667,46.96666667,1.671789738,0.216470662,0.008261352,1.133573995,0.054449874,0,1,0,1,2,0.4377,0.445961352,0.2011,0.647061352,-0.189054539,0.450935937,0.0684,0.1327,0,0.689210305,0.310789695,0.105708678,0.205081017,0.060839157
Blue5-2018,Blue,32,4x,776,H,Neotetraploid,51.3,0.4268,0.1038,10.53,0.1053,1.014450867,13.03,0.243205248,46.2,0.4189,0.1006,11.64,0.1164,1.157057654,14.16,0.240152781,NA,NA,0.1068,11.59,0.1159,1.085205993,14.63,NA,0.112533333,0.103733333,48.75,1.68797462,0.241679015,0.018303354,1.085571505,0.035658435,0,0,0,0,0,0.7441,0.762403354,0.3828,1.145203354,0.058882611,0.502096427,0.1476,0.2352,0,0.665736222,0.334263778,0.128885407,0.205378372,0.09058071
Blue2-2,Blue,11,4x,371,H,Neotetraploid,63.6,0.2731,0.0717,7.62,0.0762,1.062761506,12.01,0.262541194,43.8,0.3204,0.0788,9.18,0.0918,1.164974619,13.08,0.245942572,61.2,0.3348,0.088,8.98,0.0898,1.020454545,12.65,0.262843489,0.085933333,0.0795,56.2,1.749736316,0.257109085,0.031434844,1.082730223,0.03452026,1,0,1,1,3,0.5443,0.575734844,0.3469,0.922634844,-0.034970148,0.602534315,0.1178,0.2291,0,0.624011599,0.375988401,0.127677814,0.248310587,0.086166267
Blue2-2,Blue,12,4x,372,H,Neotetraploid,52.9,0.3223,0.0883,8.79,0.0879,0.995469989,13.12,0.273968352,47.6,0.3141,0.0788,8.34,0.0834,1.058375635,12.59,0.250875517,51.2,0.2929,0.0721,8.28,0.0828,1.148404993,12.78,0.246159099,0.0847,0.079733333,50.56666667,1.703864326,0.257000989,0.023310559,1.067416872,0.028334063,0,0,0,0,0,0.8085,0.831810559,0.5748,1.406610559,0.148173873,0.691022726,0.3836,0.1912,0,NA,NA,NA,NA,0.056684725
Blue2-2018,Blue,32,4x,761,H,Neotetraploid,54.4,0.1931,0.0436,5.03,0.0503,1.153669725,9.85,0.225789746,56.9,0.2277,0.059,5.99,0.0599,1.015254237,10.95,0.259112868,NA,NA,0.0675,6.86,0.0686,1.016296296,11.51,NA,0.0596,0.0567,55.65,1.745465169,0.242451307,0.013783429,1.061740086,0.026018214,0,0,0,0,0,0.2987,0.312483429,0.1014,0.413883429,-0.383121961,0.324497207,0.0372,0.0642,0,0.755003479,0.244996521,0.08988038,0.15511614,0.136995096
Blue2-2,Blue,10,4x,370,H,Neotetraploid,45.3,0.3308,0.083,8.79,0.0879,1.059036145,12.82,0.250906892,43.5,0.2965,0.0755,8.28,0.0828,1.096688742,12.09,0.254637437,47.9,0.2848,0.0772,7.31,0.0731,0.946891192,11.8,0.271067416,0.081266667,0.078566667,45.56666667,1.65864726,0.258870582,0.010759576,1.03420536,0.014606784,0,0,0,0,0,0.6169,0.627659576,0.2833,0.910959576,-0.040500894,0.451359321,0.0801,0.2032,0,0.689009252,0.310990748,0.087929258,0.22306149,0.086246052
Blue5-2018,Blue,15,4x,383,H,Neotetraploid,42.2,0.23,0.0629,6.18,0.0618,0.982511924,10.62,0.273478261,41.1,0.2262,0.0578,6.46,0.0646,1.117647059,10.65,0.255526083,NA,NA,0.0611,5.24,0.0524,0.857610475,9.78,NA,0.0596,0.0606,41.65,1.619615006,0.264502172,0.008265918,0.985923153,-0.006156934,0,1,0,0,1,0.4159,0.424165918,0.1704,0.594565918,-0.225799989,0.401729589,0.0571,0.1133,0,0.71340436,0.28659564,0.09603645,0.19055919,0.101923097
Blue5-2018,Blue,32,4x,768,H,Neotetraploid,49.9,0.3296,0.0891,7.97,0.0797,0.894500561,11.7,0.27032767,50.3,0.3142,0.0805,7.8,0.078,0.968944099,10.85,0.256206238,NA,NA,0.0803,7.11,0.0711,0.885429639,10.72,NA,0.076266667,0.0833,50.1,1.699837726,0.263266954,0.010260361,0.916291433,-0.037966374,0,0,0,0,0,0.4357,0.445960361,0.147,0.592960361,-0.226974338,0.329625709,0.0609,0.0861,0,0.752091354,0.247908646,0.10270501,0.145203635,0.140481566
Blue8-2018,Blue,17,4x,732,L,Neotetraploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
Blue11-2018,Blue,18,4x,739,L,Neotetraploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.0075,0.0075,0.0014,0.0089,-2.050609993,0.186666667,1.00E-04,0.0013,1,0.842696629,0.157303371,0.011235955,0.146067416,NA
Blue11-2018,Blue,22,4x,734,L,Neotetraploid,42.5,0.0219,0.0059,0.86,0.0086,1.457627119,3.88,0.269406393,40.3,0.027,0.0079,1.06,0.0106,1.341772152,4.31,0.292592593,NA,NA,NA,NA,NA,NA,NA,NA,0.0096,0.0069,41.4,1.617000341,0.280999493,0.024759115,1.399699636,0.14603485,0,0,0,0,0,0.0255,0.050259115,0.0318,0.082059115,-1.085873171,0.63272105,0.0187,0.0131,0,0.612474495,0.387525505,0.227884495,0.15964101,0.084085723
Blue11-2018,Blue,20,4x,344,L,Neotetraploid,45.1,0.018,0.0053,0.8,0.008,1.509433962,3.87,0.294444444,46.1,0.019,0.0061,0.75,0.0075,1.229508197,3.62,0.321052632,NA,NA,NA,NA,NA,NA,NA,NA,0.00775,0.0057,45.6,1.658964843,0.307748538,0.012346946,1.36947108,0.136552865,0,1,0,0,1,0.023,0.035346946,0.0328,0.068146946,-1.166553602,0.927944383,0.0107,0.0221,0,0.518687162,0.481312838,0.157013639,0.324299199,0.08364278
Blue14-2018,Blue,23,4x,355,L,Neotetraploid,35.9,0.0584,0.015,1.99,0.0199,1.326666667,5.95,0.256849315,37.4,0.0623,0.0179,2.06,0.0206,1.150837989,6.03,0.287319422,NA,NA,NA,NA,NA,NA,NA,NA,0.02025,0.01645,36.65,1.564073979,0.272084369,NA,1.238752328,0.092984484,1,1,1,1,4,0.082,0.082,0.0564,0.1384,-0.85886391,0.687804878,0.0241,0.0323,0,0.592485549,0.407514451,0.174132948,0.233381503,0.118858382
Blue5-2018,Blue,22,4x,378,L,Neotetraploid,45.3,0.029,0.0094,1.13,0.0113,1.20212766,4.45,0.324137931,44.2,0.0325,0.0105,1.26,0.0126,1.2,4.99,0.323076923,NA,NA,NA,NA,NA,NA,NA,NA,0.01195,0.00995,44.75,1.65079304,0.323607427,0.026501849,1.20106383,0.079566088,0,1,1,0,2,0.0561,0.082601849,0.0343,0.116901849,-0.93217862,0.415244942,0.0151,0.0192,0,0.706591467,0.293408533,0.129168188,0.164240345,0.085114137
Blue2-2,Blue,19,4x,367,L,Neotetraploid,41.6,0.0346,0.0123,1.24,0.0124,1.008130081,4.87,0.355491329,36.7,0.0365,0.0105,1.27,0.0127,1.20952381,4.73,0.287671233,NA,NA,NA,NA,NA,NA,NA,NA,0.01255,0.0114,39.15,1.592731766,0.321581281,0.031711875,1.108826946,0.044863771,0,0,0,0,0,0.0195,0.051211875,0.0144,0.065611875,-1.183017551,0.281184784,0.003,0.0114,0,0.780527534,0.219472466,0.04572343,0.173749036,0.173749036
Blue5-2018,Blue,24,4x,380,L,Neotetraploid,37.8,0.0471,0.0134,1.42,0.0142,1.059701493,5.04,0.284501062,41.2,0.0475,0.0151,1.43,0.0143,0.947019868,5.06,0.317894737,NA,NA,NA,NA,NA,NA,NA,NA,0.01425,0.01425,39.5,1.596597096,0.3011979,NA,1.003360681,0.001457078,0,1,0,1,2,0.0595,0.0595,0.0343,0.0938,-1.027797162,0.576470588,0.0098,0.0245,0,0.634328358,0.365671642,0.104477612,0.26119403,0.151918977
Blue14-2018,Blue,21,4x,353,L,Neotetraploid,41.1,0.0349,0.0108,1.02,0.0102,0.944444444,4.24,0.309455587,36.2,0.026,0.0063,0.71,0.0071,1.126984127,3.54,0.242307692,44.1,0.0345,0.011,1,0.01,0.909090909,4.16,0.31884058,0.0091,0.009366667,40.46666667,1.607097432,0.290201286,0.027744762,0.993506493,-0.00282929,1,1,1,1,4,0.0291,0.056844762,0.0273,0.084144762,-1.074972914,0.480255331,0.0081,0.0192,0,0.675559127,0.324440873,0.096262676,0.228178196,0.111316103
Blue2-2,Blue,17,4x,365,L,Neotetraploid,35.4,0.0505,0.0177,1.62,0.0162,0.915254237,5.59,0.35049505,34.8,0.0386,0.0126,1.32,0.0132,1.047619048,5.2,0.32642487,NA,NA,NA,NA,NA,NA,NA,NA,0.0147,0.01515,35.1,1.545307116,0.33845996,0.017734123,0.981436643,-0.008137731,0,1,0,0,1,0.0304,0.048134123,0.0295,0.077634123,-1.109947349,0.612870832,0.0089,0.0206,0,0.620012453,0.379987547,0.114640311,0.265347237,0.195146147
Blue2-2,Blue,20,4x,368,L,Neotetraploid,NA,0.0103,0.0037,0.35,0.0035,0.945945946,2.39,0.359223301,NA,0.0098,0.0038,0.32,0.0032,0.842105263,2.24,0.387755102,NA,NA,NA,NA,NA,NA,NA,NA,0.00335,0.00375,NA,NA,0.373489202,0.023922446,0.894025605,-0.048650043,0,0,0,0,0,0.0114,0.035322446,0.0078,0.043122446,-1.365296613,0.22082276,1.00E-04,0.0077,0,0.819119722,0.180880278,0.002318978,0.1785613,0.086961672
Blue2-2,Blue,18,4x,366,L,Neotetraploid,NA,0.0044,0.0023,0.15,0.0015,0.652173913,1.53,NA,NA,0.0025,0.0012,0.11,0.0011,0.916666667,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0013,0.00175,NA,NA,NA,0.021963688,0.78442029,-0.105451181,1,0,0,0,1,0.0065,0.028463688,0.0032,0.031663688,-1.499438502,0.112423942,1.00E-04,0.0031,0,0.898937862,0.101062138,0.003158192,0.097903946,0.055268357
Cheney2-2018,Cheney,31,4x,741,C,Neotetraploid,34.7,0.0345,0.0093,1.46,0.0146,1.569892473,4.9,0.269565217,37.9,0.0452,0.0138,1.95,0.0195,1.413043478,5.61,0.305309735,NA,NA,NA,NA,NA,NA,NA,NA,0.01705,0.01155,36.3,1.559906625,0.287437476,0.015597196,1.491467976,0.173613933,1,0,0,1,2,0.0452,0.060797196,0.0604,0.121197196,-0.916507428,0.99346687,0.0418,0.0186,0,0.501638635,0.498361365,0.344892468,0.153468897,0.095299234
CheneyA-2018,Cheney,7,4x,423,C,Neotetraploid,36.8,0.0609,0.0171,2.05,0.0205,1.198830409,5.62,0.280788177,38.4,0.0625,0.0175,2.03,0.0203,1.16,5.67,0.28,NA,NA,NA,NA,NA,NA,NA,NA,0.0204,0.0173,37.6,1.575187845,0.280394089,NA,1.179415205,0.071666722,0,0,0,0,0,NA,NA,0.0292,NA,NA,NA,1.00E-04,0.0291,0,NA,NA,NA,NA,NA
CheneyA-2018,Cheney,8,4x,424,C,Neotetraploid,NA,0.0464,0.0184,2.08,0.0208,1.130434783,6.12,0.396551724,45.5,0.0583,0.0188,2.3,0.023,1.223404255,6.36,0.322469983,NA,NA,NA,NA,NA,NA,NA,NA,0.0219,0.0186,45.5,1.658011397,0.359510854,NA,1.176919519,0.070746766,1,1,1,1,4,0.087,0.087,0.0328,0.1198,-0.921543182,0.377011494,1.00E-04,0.0327,0,0.726210351,0.273789649,0.000834725,0.272954925,0.155258765
CheneyA-2018,Cheney,5,4x,421,C,Neotetraploid,39.7,0.0882,0.0225,2.53,0.0253,1.124444444,6.52,0.255102041,41.1,0.0931,0.0254,3.08,0.0308,1.212598425,7.31,0.272824919,NA,NA,NA,NA,NA,NA,NA,NA,0.02805,0.02395,40.4,1.606381365,0.26396348,NA,1.168521435,0.067636683,0,1,0,0,1,0.0545,0.0545,0.0314,0.0859,-1.066006836,0.576146789,0.0061,0.0253,0,0.634458673,0.365541327,0.071012806,0.294528522,0.278812573
Cheney3-2018,Cheney,1,4x,409,C,Neotetraploid,37.3,0.0758,0.0241,2.88,0.0288,1.195020747,7.06,0.317941953,48.3,0.0855,0.0318,3.04,0.0304,0.955974843,7.28,0.371929825,NA,NA,NA,NA,NA,NA,NA,NA,0.0296,0.02795,42.8,1.631443769,0.344935889,NA,1.075497795,0.031609524,0,0,0,0,0,0.1165,0.1165,0.1206,0.2371,-0.625068446,1.035193133,0.0621,0.0585,0,0.491353859,0.508646141,0.261914804,0.246731337,0.11788275
Cheney3-2018,Cheney,3,4x,411,C,Neotetraploid,44,0.1329,0.0394,3.78,0.0378,0.959390863,8.13,0.296463506,43.9,0.1011,0.0311,3.09,0.0309,0.993569132,7.34,0.307616222,NA,NA,NA,NA,NA,NA,NA,NA,0.03435,0.03525,43.95,1.642958879,0.302039864,NA,0.976479998,-0.010336648,1,1,1,1,4,0.1135,0.1135,0.1808,0.2943,-0.531209738,1.592951542,0.1221,0.0587,0,0.38566089,0.61433911,0.414882773,0.199456337,0.119775739
Cheney2-2018,Cheney,6,4x,398,C,Neotetraploid,54.3,0.0685,0.0276,2.39,0.0239,0.865942029,6.58,0.402919708,48.5,0.0784,0.0303,2.73,0.0273,0.900990099,6.96,0.386479592,NA,NA,NA,NA,NA,NA,NA,NA,0.0256,0.02895,51.4,1.710963119,0.39469965,NA,0.883466064,-0.053810128,0,1,0,0,1,0.1443,0.1443,0.1301,0.2744,-0.561615893,0.901593902,0.0697,0.0604,0,0.525874636,0.474125364,0.254008746,0.220116618,0.105502915
CheneyA-2018,Cheney,31,4x,750,C,Neotetraploid,53.3,0.1481,0.0615,4.67,0.0467,0.759349593,8.98,0.415259959,48.2,0.1698,0.0636,5.18,0.0518,0.814465409,9.34,0.374558304,NA,NA,NA,NA,NA,NA,NA,NA,0.04925,0.06255,50.75,1.705436047,0.394909132,NA,0.786907501,-0.104076315,0,1,0,0,1,0.1575,0.1575,0.0818,0.2393,-0.621057301,0.519365079,0.0223,0.0595,0,0.658169662,0.341830338,0.093188466,0.248641872,0.26138738
Cheney3-2018,Cheney,11,4x,419,H,Neotetraploid,36.7,0.2266,0.0515,6.45,0.0645,1.252427184,10.17,0.227272727,36.2,0.2249,0.0538,6.71,0.0671,1.247211896,10.45,0.23921743,34.5,0.2267,0.0526,7.02,0.0702,1.33460076,10.92,0.232024702,0.067266667,0.052633333,35.8,1.553883027,0.232838286,0.023395943,1.278079947,0.106558021,0,0,0,0,0,0.2719,0.295295943,0.1236,0.418895943,-0.377893846,0.41856315,0.0311,0.0925,0,0.704938656,0.295061344,0.074242782,0.220818563,0.125647751
Cheney3-2018,Cheney,12,4x,420,H,Neotetraploid,49.6,0.166,0.0446,5.17,0.0517,1.159192825,9.32,0.268674699,48.7,0.1867,0.0478,6.1,0.061,1.276150628,10.21,0.25602571,48.8,0.1671,0.044,5.76,0.0576,1.309090909,9.95,0.26331538,0.056766667,0.045466667,49.03333333,1.690491418,0.26267193,0.007289449,1.248144787,0.096264967,0,0,0,1,1,0.7297,0.736989449,0.2563,0.993289449,-0.002924178,0.347766173,0.0925,0.1638,0,0.741968466,0.258031534,0.09312492,0.164906614,0.045773835
CheneyA-2018,Cheney,14,4x,430,H,Neotetraploid,52.7,0.2335,0.0634,7.18,0.0718,1.132492114,10.94,0.271520343,45.2,0.206,0.0503,6.03,0.0603,1.198807157,9.98,0.244174757,NA,NA,0.0632,7.74,0.0774,1.224683544,11.23,NA,0.069833333,0.058966667,48.95,1.689752696,0.25784755,0.025290031,1.185327605,0.073838399,1,1,1,1,4,0.2187,0.243990031,0.1021,0.346090031,-0.46081091,0.41845972,0.0243,0.0778,0,0.704990058,0.295009942,0.070212944,0.224796998,0.170379559
Cheney4-2018,Cheney,15,2x-G,143,H,Neotetraploid,39.4,0.0897,0.029,3.22,0.0322,1.110344828,7.51,NA,35.7,0.1274,0.0422,4.79,0.0479,1.13507109,9.23,NA,NA,NA,0.0348,3.9,0.039,1.120689655,8,NA,0.0397,0.035333333,37.55,1.574609941,NA,0.028407067,1.122035191,0.050006478,0,1,0,0,1,0.4215,0.449907067,0.0735,0.523407067,-0.281160418,0.163367072,0.0207,0.0528,0,0.859573925,0.140426075,0.039548568,0.100877507,0.067506412
Cheney3-2018,Cheney,9,4x,417,H,Neotetraploid,42.6,0.2047,0.0513,5.78,0.0578,1.126705653,9.97,0.25061065,40.7,0.2619,0.0712,7.76,0.0776,1.08988764,11.33,0.271859488,38.6,0.2669,0.0723,7.61,0.0761,1.052558783,11.59,0.270887973,0.0705,0.064933333,40.63333333,1.608882451,0.264452704,0.017046115,1.089717359,0.037313869,0,0,0,0,0,0.4757,0.492746115,0.1598,0.652546115,-0.185388792,0.324304942,0.0441,0.1157,0,0.755113093,0.244886907,0.067581431,0.177305477,0.099507654
Cheney3-2018,Cheney,32,4x,773,H,Neotetraploid,42.2,0.1931,0.0523,5.39,0.0539,1.030592734,9.77,0.270844122,47.7,0.2775,0.0749,7.39,0.0739,0.986648865,11.35,0.26990991,NA,NA,NA,9.12,0.0912,NA,12.63,NA,0.073,0.0636,44.95,1.652729696,0.270377016,NA,1.0086208,0.00372792,0,1,0,0,1,0.5897,0.5897,0.1644,0.7541,-0.122571059,0.278785823,0.0416,0.1228,0,0.781991778,0.218008222,0.055165097,0.162843124,0.084338947
CheneyA-2018,Cheney,21,4x,425,L,Neotetraploid,27.1,0.0144,0.0035,0.63,0.0063,1.8,3.11,0.243055556,33.6,0.0185,0.0055,0.83,0.0083,1.509090909,3.56,0.297297297,30.7,0.0184,0.0049,0.78,0.0078,1.591836735,3.44,0.266304348,0.007466667,0.004633333,30.46666667,1.483824941,0.268885734,0.007033473,1.633642548,0.213157036,1,1,0,1,3,0.0183,0.025333473,0.0164,0.041733473,-1.379515472,0.647364852,0.0059,0.0105,0,0.607030069,0.392969931,0.141373329,0.251596602,0.111021985
Cheney2-2018,Cheney,22,4x,402,L,Neotetraploid,25.3,0.0098,0.0022,0.35,0.0035,1.590909091,2.3,0.224489796,25,0.0102,0.0026,0.39,0.0039,1.5,2.54,0.254901961,NA,NA,NA,NA,NA,NA,NA,NA,0.0037,0.0024,NA,NA,0.239695879,0.010950312,1.545454546,0.189056236,0,1,0,0,1,0.0084,0.019350312,0.0082,0.027550312,-1.559873479,0.423765777,6.00E-04,0.0076,0,0.702362717,0.297637283,0.021778338,0.275858945,0.087113351
Cheney2-2018,Cheney,21,4x,401,L,Neotetraploid,43.1,0.0211,0.0077,0.9,0.009,1.168831169,3.8,0.36492891,41.4,0.027,0.0078,1.03,0.0103,1.320512821,4.18,0.288888889,41.9,0.0204,0.0064,0.82,0.0082,1.28125,3.76,0.31372549,0.009166667,0.0073,42.13333333,1.624625819,0.32251443,0.023545542,1.256864663,0.099288516,1,1,1,1,4,0.0192,0.042745542,0.0448,0.087545542,-1.057765964,1.048062509,0.0219,0.0229,0,0.488266347,0.511733653,0.250155513,0.26157814,0.083385171
Cheney3-2018,Cheney,19,4x,415,L,Neotetraploid,33.5,0.037,0.0123,1.38,0.0138,1.12195122,4.77,0.332432432,36.4,0.0286,0.0079,0.99,0.0099,1.253164557,4.01,0.276223776,NA,NA,NA,NA,NA,NA,NA,NA,0.01185,0.0101,34.95,1.54344718,0.304328104,0.015891395,1.187557889,0.074654789,0,0,0,0,0,0.0264,0.042291395,0.0208,0.063091395,-1.20002987,0.491825819,0.0041,0.0167,0,0.670319542,0.329680458,0.06498509,0.264695368,0.160085222
Cheney3-2018,Cheney,18,4x,414,L,Neotetraploid,33.9,0.0164,0.0053,0.56,0.0056,1.056603774,3,0.323170732,36.9,0.0192,0.0065,0.69,0.0069,1.061538462,3.32,0.338541667,NA,NA,NA,NA,NA,NA,NA,NA,0.00625,0.0059,35.4,1.549003262,0.3308562,0.012499497,1.059071118,0.024925125,0,1,0,0,1,0.015,0.027499497,0.0068,0.034299497,-1.464712249,0.24727725,0.001,0.0058,0,0.801746364,0.198253636,0.029154946,0.16909869,0.172014184
Cheney4-2018,Cheney,24,2x-G,140,L,Neotetraploid,43.1,0.0371,0.0145,1.44,0.0144,0.993103448,5.01,0.39083558,41.5,0.0386,0.0138,1.44,0.0144,1.043478261,4.81,0.357512953,NA,NA,NA,NA,NA,NA,NA,NA,0.0144,0.01415,42.3,1.626340367,0.374174267,0.017726893,1.018290855,0.007871844,0,0,0,0,0,0.0636,0.081326893,0.0635,0.144826893,-0.839150786,0.780799532,0.0302,0.0333,0,0.56154552,0.43845448,0.208524808,0.229929672,0.097702849
CheneyA-2018,Cheney,22,4x,426,L,Neotetraploid,38.1,0.0426,0.0146,1.44,0.0144,0.98630137,4.91,0.342723005,35.3,0.0407,0.0128,1.34,0.0134,1.046875,4.62,0.314496314,NA,NA,NA,NA,NA,NA,NA,NA,0.0139,0.0137,36.7,1.564666064,0.32860966,0.031528558,1.016588185,0.007145058,1,1,0,1,3,0.0307,0.062228558,0.0223,0.084528558,-1.07299654,0.358356368,0.0052,0.0171,0,0.736183835,0.263816165,0.061517671,0.202298494,0.162075402
Cheney3-2018,Cheney,17,4x,413,L,Neotetraploid,34.7,0.0279,0.0097,0.93,0.0093,0.958762887,3.8,0.347670251,36.7,0.0241,0.0102,0.83,0.0083,0.81372549,3.59,0.423236515,NA,NA,NA,NA,NA,NA,NA,NA,0.0088,0.00995,35.7,1.552668216,0.385453383,0.026615343,0.886244189,-0.052446599,1,1,0,0,2,0.0294,0.056015343,0.022,0.078015343,-1.107819978,0.392749536,0.0116,0.0104,0,0.718004188,0.281995812,0.148688701,0.133307111,0.127539015
KB2-8,Palouse,31,4x,742,C,Neotetraploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
KB2-8,Palouse,4,4x,436,C,Neotetraploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.2558,0.2558,0.0943,0.3501,-0.455807889,0.368647381,0.0442,0.0501,0,0.730648386,0.269351614,0.126249643,0.143101971,NA
